DELTA ONLYONE NORMtt1 NORMtt2 NORMtt1t2 testdivisor testSUM PAR212 R2121
0.4818772215915256 1.0 0.8682667078288302 0.5258797212702526 0.2636552029063317 1.0114310693351265 1.0 0.49609769610035975 0.60566611218488
0.13079780318331657 1.0 0.9730627279146759 0.1640496765385758 0.1699675957930439 0.985908762939279 1.0 0.23054051171811277 0.1685910597872172
0.01556948269633571 1.0 1.0000830673159806 0.026596247399001648 0.005500852347590983 1.000446682395323 1.0 0.01288959006873589 0.026594038303618686
0.038064923966555225 1.0 1.0014908627450667 0.06589648091055876 0.035229200815277646 1.0038560451004956 1.0 0.05462552665062228 0.06579838455034707
0.2913506863857234 1.0 0.9044904230050769 0.44322581551183704 0.10553663649340778 1.0041987296557255 1.0 0.42649393277290243 0.49002820177936723
0.22633387474282138 1.0 0.9522968429480054 0.2646886112429795 0.20541532163916096 0.9882786224693288 1.0 0.30517326703245456 0.2779475887199085
0.33133200373532656 1.0 0.9019040032068182 0.37193816265374313 0.33659471769021937 0.9845813992373674 1.0 0.4319365335318554 0.41239218512311326
0.21769776328701596 1.0 0.9753802425102069 0.2757383316519052 0.19088035462383499 1.013319704774555 1.0000000000000002 0.22052977694798967 0.2826982951205511
0.028718898940156248 1.0 0.9993456384511016 0.03466986075953585 0.0008629061894475113 0.999937502159631 1.0 0.03617035953318988 0.03469256223829735
0.5568562237733039 1.0 0.747147316149634 0.6684723832382339 0.042486141492823044 0.9905667570222447 1.0000000000000002 0.6646584746848557 0.8946995710071671
0.027731339979327183 1.0 0.9971423767240881 0.043196121694202796 0.022020744135890332 0.9981519194625534 1.0000000000000002 0.07554522182796748 0.043319913687867743
0.31644762643806684 1.0 0.9179219590463032 0.5102518846557463 0.563044086019324 1.037902922506282 1.0 0.39676098233142437 0.5558771959065939
0.15805853457728736 1.0 0.9782648129404246 0.3114377559060536 0.2926505172589577 1.0253092304712357 1.0 0.20735948438071522 0.3183573116260289
0.04775697595662592 1.0 1.0023336740854427 0.058173625919221976 0.04760617705506449 1.0038183152261073 1.0 0.06835783938673638 0.05803818371392262
0.40183363890068197 1.0 0.8680256326565746 0.5228197639089927 0.16242046000845412 1.002955746382328 1.0 0.49651938637998155 0.6023091303293815
0.3647989216388316 1.0 0.9031686819285671 0.41535480858444 0.09929842533959884 0.9960275642536885 1.0000000000000002 0.4292858394862506 0.4598861950101266
0.20984648893707816 1.0 0.9660202805100301 0.3118443711121861 0.2143700731323435 1.0156344883845412 0.9999999999999999 0.25846627950918966 0.3228134827019796
0.31722033820574996 1.0 0.958339722397839 0.3617283711206422 0.3625341619550494 1.023574802914122 1.0000000000000002 0.2856308395016776 0.37745317518047805
0.07749639137959893 1.0 0.9908638396869136 0.12018902496327293 0.018786472303503728 0.9980835948881694 1.0 0.1348660491039411 0.12129721577209784
0.18152074123259 1.0 0.9355924230044281 0.3836562519702493 0.08850585935538105 1.0081085124581117 1.0 0.353081885710246 0.4100677202346619
0.3314714173309518 1.0 0.9444958364068389 0.45673813287777254 0.6802592470938923 1.0394672252874828 0.9999999999999999 0.3285233857888139 0.48357876792273535
0.013529922305991964 1.0 1.0009082388751254 0.022183203755715322 0.01591917815675559 1.0011438410996911 0.9999999999999999 0.04262983284162587 0.022163074389962064
0.33032076606062843 1.0 0.9241512353144224 0.3872616775609557 0.030287931276742158 1.0024184491698631 1.0 0.3820268240147896 0.41904578251112573
0.3410649245372123 1.0 0.8389833743921283 0.4773845878920239 0.45511795297294394 0.9505777011531747 1.0000000000000002 0.5441570522317963 0.5690036328048873
0.021458520695476054 1.0 1.0020413243063646 0.029256464734496702 0.03329080337962882 1.0024812563596275 0.9999999999999999 0.06392820674517001 0.029196864465393862
0.215764391392147 1.0 0.9450855895123152 0.25871212119521114 0.27859945959605203 0.9829661324973915 1.0 0.3268229314111226 0.2737446471157308
0.5286462642654964 1.0 0.7727755657315243 0.6008058266249662 0.32606858006495315 0.9964745315383267 1.0 0.6346793875716482 0.7774648336043489
0.1725431970118404 1.0 0.9793398420567114 0.18714791532733635 0.04840741675165965 0.9986953723348093 1.0 0.20222134842873352 0.19109598863486146
0.07624965288072619 1.0 0.9879970351794737 0.1183532051558015 0.048451664333536405 0.9951216380781739 1.0 0.1544728405790794 0.11979105295017627
0.6649837127793342 1.0 0.8060827949490899 0.5793552121519636 0.10610015809831182 0.9934600083944316 1.0 0.5918027776946163 0.7187291625403742
0.016015495334859717 1.0 0.999777582325457 0.026169916919506448 0.0016430914576265226 1.0001071059181361 1.0 0.021089947355651742 0.026175738866474577
0.04350432480906611 1.0 1.0009391910828827 0.05937160743213936 0.038172808434333745 1.0026625540089198 1.0000000000000002 0.043350481492774644 0.059315898469223895
0.33534877332309065 1.0 0.7593454340699705 0.6746225776792331 0.153962215088943 0.9977000045203346 0.9999999999999998 0.6506877221502554 0.8884264623326482
0.02778937624634905 1.0 0.9989114707171058 0.04716741561080708 0.0001991225840771079 0.9999017355804339 1.0 0.04664626104832327 0.047218814673282504
0.05883413999708093 1.0 0.9979203565651548 0.07525485153255945 0.011213091008779739 1.000550992527491 1.0000000000000002 0.06445899435202714 0.07541168093973642
0.09573784988066436 1.0 0.9954128676899032 0.12137274867708266 0.04102209722509538 1.0024096146477173 1.0 0.0956724769061781 0.12193206720218268
0.6794472769969158 1.0 0.5768194282144138 0.7787062576959586 0.4046101961878052 0.9879027874062888 1.0 0.8168716834573204 1.3500000513271544
0.40553458244518353 1.0 0.7670125959898226 0.6092892298273388 0.26847472326255023 0.989969891012371 1.0 0.641632042211853 0.7943666544889746
0.5799376809374779 1.0 0.7575516252026906 0.6742580947853284 0.18104828874075804 1.0082530682415352 1.0 0.6527752562350708 0.8900490373905856
0.16923145582477608 1.0 0.9425502140751237 0.2866263474110652 0.16544946701258148 0.9840880133692034 1.0 0.3340645056676005 0.30409663393086905
0.09301963091132899 1.0 0.9876742208915099 0.17943679224058498 0.03511387418866799 1.0048630859153034 1.0000000000000002 0.15652358731625438 0.18167609161512685
0.5826182476139531 1.0 0.7660643428314253 0.6674639761178799 0.2518139290977801 1.0093921165032549 0.9999999999999999 0.6427638933871876 0.8712897060981694
0.4338314199397333 1.0 0.7985327675268893 0.5501812712733675 0.5227101298756701 0.9760569611440595 1.0 0.6019513428723678 0.6889902251316706
0.12906596790023753 1.0 0.9822804291771516 0.16232172504606265 0.05410760630564022 0.9958102561829318 1.0 0.18741707087549644 0.16524988203423563
0.7238055804738008 1.0 0.8056085820678003 0.6424567162723871 0.5945914563509469 1.0242236974875567 1.0 0.59244815173879 0.7974799804433038
0.29017452939335314 1.0 0.9196228157366685 0.3700401480668263 0.1048072146815713 0.9968255811631646 1.0 0.3928025926296329 0.40238252219786846
0.5235997824300997 1.0 0.7333686085718977 0.662560528710295 0.1669207397395009 0.9912695875373314 1.0 0.6798312172600776 0.9034481718552305
0.061920819532111954 1.0 0.9921133553107528 0.08711980854013884 0.04884488993176129 0.9960037979795244 1.0 0.12534388782082645 0.08781235337049859
0.02724813827151997 1.0 1.004459122294673 0.04903164450041594 0.061695726819613085 1.0056201774043796 1.0 0.09454167526009231 0.04881397700725125
0.2377313055978614 1.0 0.942865256236307 0.30822321788498735 0.1120948295745018 0.9956733794433673 1.0 0.33317429159892153 0.3269005998962575
0.803383873627849 1.0 0.5625633017070084 0.7711455059861807 0.8890594935096716 0.9328148644773832 1.0 0.8267542147292081 1.3707710823764419
0.17954020304457588 1.0 0.9771916797574586 0.20990370110595852 0.010242514900157467 0.9984981990594279 0.9999999999999998 0.21235917925250203 0.2148029966424368
0.15556629019445592 1.0 0.9596146041798183 0.2137957805720861 0.22720033359240827 0.9827930318664363 0.9999999999999999 0.2813179899061035 0.22279337938465113
0.04101148891493012 1.0 0.9966854604763878 0.05824381200754812 0.020561119588943032 0.9984858785232382 1.0000000000000002 0.08135166178370924 0.05843750542895369
0.5743988913107732 1.0 0.8159483125399639 0.5836476399092778 0.05361087319166811 0.9950397466546733 1.0 0.5781248578492238 0.7152997695312859
0.17300724391331895 1.0 0.9796883275339809 0.22215196885715252 0.040378108484815094 1.0031103780803738 1.0000000000000002 0.2005262598605763 0.2267577989995467
0.2407797601502915 1.0 0.9085021852401727 0.30886994996603645 0.46833305103252576 0.9656328643875749 1.0 0.41788010172037493 0.3399771128611906
0.28668935586167904 1.0 0.897092404100366 0.42671398613827244 0.07293631163939786 0.9981411053425695 1.0 0.4418429794683014 0.47566335885565253
0.14636892800919218 1.0 0.9804283417780891 0.29783519743916276 0.23198846810576054 1.0176541973985742 1.0 0.1968762724105329 0.3037806892638513
0.1375249148517657 1.0 0.9908693996537782 0.18657857607256156 0.09275084108538661 1.0074928302456179 1.0 0.13482519360179385 0.18829784847302217
0.020519656979051074 1.0 0.9988753321081194 0.027039711529988165 0.01219079617113723 0.9992426539564455 1.0 0.04741382610477702 0.02707015646579343
0.01591030590478667 1.0 0.9981052274689592 0.0282566801105113 0.013104826809129446 0.9985470699295608 0.9999999999999998 0.06153011375852451 0.028310321730471124
0.05715508781079028 1.0 0.995158291272195 0.0945044017666333 0.00378013237538264 0.9996848255093338 1.0 0.09828517340985395 0.09496419071765994
0.48681265025417947 1.0 0.8002766387201442 0.655394370564244 0.4357500780320133 1.0426684868802378 0.9999999999999999 0.599630971113724 0.8189597682276398
0.014599083542733314 1.0 0.9985710640608308 0.026866873688898386 0.010377346860973859 0.9989374700260369 1.0 0.053439966508410874 0.026905319667125577
0.016024534206633433 1.0 0.998238312366904 0.02367879770840849 0.015311921123802391 0.9985422781041909 1.0 0.059331877796641626 0.023720585971364033
0.37643511928584056 1.0 0.8435160452906177 0.4742211141982947 0.4646851656668951 0.9766725450190981 1.0 0.5371039762813867 0.5621957244866761
0.15480229205985307 1.0 0.9526585688570224 0.22968222084732293 0.23422813688821173 0.9820187590273916 1.0 0.3040421865190586 0.24109605304121742
0.2851205715306 1.0 0.930446429046607 0.390033937446766 0.11352992665298509 1.0051534496515857 1.0 0.36642795018177476 0.41919010624439595
0.097347139555912 1.0 0.9935184207957644 0.16335824896342954 0.06862022651594264 1.0067930035003387 1.0 0.11367122564435872 0.16442397598686373
0.19828771129835648 1.0 0.9351511684779772 0.3166912517725826 0.14657417353684388 0.9899424704825452 1.0 0.35424891262257074 0.33865246865704013
0.07849221882147485 1.0 0.9815684171803244 0.14615685617848925 0.062310967505477335 0.993017725799723 1.0 0.19111107344712497 0.14890134362548332
0.00022796818876495177 1.0 0.9999993756496041 0.00029757303705592753 7.248569807915283e-06 0.9999994212683129 1.0 0.0011174526397866717 0.00029757322284588707
0.8514024895707116 1.0 0.6813879112383234 0.7425637789706507 0.14981172291251693 1.0147426715719803 1.0 0.7319224784212292 1.089781263687448
0.14500129750052415 1.0 0.9684874538914153 0.20984420431066056 0.09648911198715268 0.9921786252615308 0.9999999999999999 0.24906234491573256 0.21667209365232296
0.11921868194766312 1.0 0.9896438871120429 0.15351432761126757 0.018012571007199787 1.0019540342966713 0.9999999999999999 0.14354433705920364 0.1551207758775227
0.04732775129768133 1.0 0.9985808103709164 0.0653395256980548 0.008661272546122234 1.0009050431243876 1.0 0.053257536170609576 0.06543238666261257
0.6713569308192822 1.0 0.7815862848006571 0.633091139522528 0.09370759595168043 1.010294156835275 0.9999999999999998 0.6237971460430914 0.810007995066082
0.4732469943376187 1.0 0.8482107051976756 0.5095081123939593 0.13853166193952401 0.9967269823252907 1.0 0.5296589464816599 0.6006857839352764
0.10139015864057323 1.0 0.9777606508147169 0.12593503553832913 0.19327334471029087 0.9861822995903617 0.9999999999999999 0.2097238892410242 0.12879945151545427
0.16253727265975126 1.0 0.9881867321693091 0.16594054701063018 0.024765947836723912 1.0019218310969351 1.0 0.1532546324407268 0.16792428152354416
0.29966056139583724 1.0 0.8676187470397919 0.39540198553707456 0.5376763935890692 0.959311680041405 1.0 0.4972300370905817 0.4557324134432749
0.0996379539874554 1.0 0.9844453287602363 0.1869541814572334 0.017611791838098877 1.0009310346337992 1.0 0.17569119124802532 0.18990814014291132
0.22517737922922154 1.0 0.9412127275721108 0.33895872072640076 0.004737502575941616 1.0041427373708833 1.0 0.33781444826452744 0.36012976747643005
0.2936809097812843 1.0 0.9219206266989708 0.3411696906529786 0.26210354468751157 0.9863730592213908 1.0000000000000002 0.3873788301740005 0.3700640605846632
0.216784625078005 1.0 0.9525341424162034 0.2588414598859987 0.16764927268671267 0.9905074261506844 1.0000000000000002 0.3044317781234872 0.27173982365547555
0.04506622056181879 1.0 0.9998442206784048 0.056663368270785656 0.022836234249780638 1.001284106129258 1.0000000000000002 0.017650336427201346 0.05667219662712954
0.4036782822848 1.0 0.8835972374914203 0.5010512989656362 0.26222369614320684 1.017661318148474 0.9999999999999998 0.4682477142469894 0.5670584715589962
0.2654522471363948 1.0 0.9335606333296359 0.38282986069907543 0.12269760600839955 1.0066860805032554 1.0 0.3584195082541813 0.4100749828467756
0.5987543925917567 1.0 0.7194534505786027 0.7028635314559911 0.09769402595974647 0.9989938152330529 1.0 0.6945406629208559 0.9769409416144026
0.06962313204110532 1.0 1.0076950199510182 0.12423843628832382 0.14396433764646596 1.015288045032168 1.0 0.12429502497720032 0.12328971943749685
0.2545008655948215 1.0 0.9253725742223434 0.26690355588956977 0.47110108641880855 0.9686897333170883 1.0 0.3790588330023635 0.2884282107818766
0.15273066139200325 1.0 0.9528762372252795 0.3042180538234847 0.002556444351996444 1.0019553185429642 1.0 0.30335931917676956 0.3192629241226018
0.6402229161368096 1.0 0.7138341740492313 0.693651998025239 0.08330577392954464 0.9702734425164292 1.0 0.7003147663440004 0.9717270806614529
0.3108193685648054 1.0 0.9265303489811886 0.3593177394234227 0.09748983365573982 0.9982005492226295 1.0 0.37622003191855274 0.38781000516445896
0.3460483273787583 1.0 0.9223650456491793 0.3152162414561151 0.377484294336635 0.980226254091001 0.9999999999999999 0.38631945662183176 0.34174781768129503
0.7442298118636185 1.0 0.6430856574371985 0.7698061603142832 0.054330773902891275 1.018915547341082 1.0 0.7657942525238527 1.1970507371943055
0.083891488880825 1.0 1.0045378650388936 0.12573895348861092 0.14755569778008196 1.011908474523068 1.0000000000000002 0.09537464179171552 0.12517094463506614
0.03243503660050236 1.0 0.997321671483354 0.04312103075226201 0.02295646866392899 0.9982714720827226 1.0 0.07314016399796303 0.043236833195579194
0.09605984622743967 1.0 0.9953219345222114 0.1439729265143408 0.06597722928463412 1.0053018493168155 1.0000000000000002 0.09661390510150622 0.14464960684650513
0.3379310201261834 1.0 0.9390200025725514 0.4355015213749794 0.4973651660431653 1.0273251087919781 1.0 0.3438625230650261 0.4637830080103446
0.5582941132754957 1.0 0.7168109531065086 0.6629670299454087 0.41271254017591813 0.9741906942291383 1.0 0.6972675652190763 0.9248840675107549
0.8039380614783593 1.0 0.6873095382087776 0.7334947380063843 0.101625125403577 1.0148605417436842 1.0 0.7263646458131321 1.0671970884006232
0.21023752210508903 1.0 0.9519863482899016 0.2526632920688095 0.19673687633518316 0.9861865266704366 1.0 0.30614047865262445 0.265406423655844
0.2754307952799057 1.0 0.919293771260535 0.41073076823304444 0.0992659601755898 1.000540408329884 1.0 0.39357205454857086 0.44678946064199987
0.6521464701268226 1.0 0.7544939796276384 0.6589394428218007 0.03100813058600281 0.998118767119008 0.9999999999999998 0.6563069668269936 0.8733528174035315
0.08880351174366993 1.0 0.993718066469079 0.11318943584965971 0.0021984864221823745 1.0004549416763477 1.0 0.11191248533097094 0.11390497935883283
0.2957217245409556 1.0 0.8845426875941096 0.44973069081595884 0.10504127275397764 0.9939563648700006 1.0 0.46645925205079725 0.5084329983431245
0.0244798414148607 1.0 0.998551188759406 0.03971378448766268 0.007722360290288868 0.9993233611448871 1.0000000000000002 0.05381006808374596 0.039771405747363694
0.07838156318669999 1.0 0.9969670714752349 0.11514934685445491 0.045143630164613396 1.0029976087362904 1.0 0.0778245359388268 0.11549964903461234
0.04577245517273019 1.0 0.994975046649068 0.08369498821920493 0.016268436908030034 0.9984866056253646 1.0 0.10012320682881144 0.08411767561515993
0.5132697763225335 1.0 0.7401955417848298 0.6761917233295439 0.04052854519478303 0.9953660708060839 0.9999999999999999 0.6723916715143504 0.9135312024428655
0.05606167247597629 1.0 1.0001317703222974 0.08331673691362612 0.046157949336838665 1.0035752995641567 1.0 0.016234469748426072 0.08330575968682297
0.05284545448266003 1.0 0.9905553629574498 0.0945803317244232 0.048665451357170986 0.9953450946659275 1.0 0.1371133579059115 0.0954821257461467
0.05955448160286498 1.0 0.994403234454747 0.12486827959003875 0.018137791532329278 1.002667754093605 1.0 0.1056513478661666 0.125571071436133
0.06500999227094839 1.0 0.9985343718949802 0.10189556098760426 0.04571772538230997 1.0035161173465499 1.0000000000000002 0.05412123561318182 0.10204512118519343
0.17872836826233715 1.0 0.9770041662323504 0.22056452724884526 0.02029462090771216 1.0015203286055663 1.0000000000000002 0.21322021284256787 0.2257559741013333
0.01823542089939397 1.0 0.9976213359694502 0.030940373562518837 0.015449604527319548 0.9981274735683098 0.9999999999999998 0.06893235828353238 0.031014145795560964
0.2099564617118541 1.0 0.9542394841975987 0.2625538564862822 0.16904116246949216 0.9891351601743028 1.0 0.2990434864669364 0.27514461603635965
0.036617224083849056 1.0 1.0025623210838752 0.04331223815781825 0.03865289179664629 1.003505523071884 1.0 0.07163244835329174 0.04320154193605957
0.044671220426268796 1.0 0.9886516457372228 0.06221889834891734 0.0783573264981142 0.9908964199111929 1.0 0.15022624065415752 0.06293308529570255
0.36902363130925775 1.0 0.8946246020049097 0.5201098089644683 0.3740877199141138 1.0314035911864412 1.0 0.4468185554423147 0.5813721283752646
0.2936058777988323 1.0 0.9678555816069349 0.32172231257306283 0.2727002373987226 1.0209880155735969 0.9999999999999999 0.25150660657784274 0.33240735362491364
0.8666206632433258 1.0 0.3878314184350839 0.9195001070161545 0.03902205337854254 0.9745493264835936 1.0 0.921730324376187 2.370875755054544
0.24122960365557036 1.0 0.9749381079895103 0.3125779731451258 0.27194850428036893 1.0237195302836573 0.9999999999999999 0.22247625848578484 0.32061314516643036
0.007990846710221147 1.0 1.0001190264547075 0.01153360017988213 0.002411112368417376 1.0001832905385957 1.0 0.015429422436111865 0.011532227539723196
0.33336747084280743 1.0 0.906888508553607 0.4115884786669405 0.04648373802979777 1.0017294653407018 1.0 0.42137065993423706 0.4538468342965128
0.015819051722855287 1.0 0.9992777909606357 0.018288161884340338 0.006903535492316055 0.999450270625267 1.0 0.0379986380391713 0.018301379305907896
0.5856255402469259 1.0 0.6255144929750598 0.7778529204842517 0.02661069711130285 1.0084094651130857 0.9999999999999999 0.7802125473729282 1.2435410037977583
0.22882157966261188 1.0 0.9502891741276366 0.3019410141314429 0.040875149404944446 0.9976418056035303 1.0 0.31136872921957737 0.31773592960124386
0.002884694084559471 1.0 1.0004283371936638 0.00631622925638161 0.0044419962169260615 1.0004460655888445 1.0 0.02927213453233647 0.006313524938827186
0.15929258870740867 1.0 0.9830595064958142 0.20434743313131887 0.04298182350479232 1.0038976005248497 1.0 0.18328667897096726 0.20786883375934168
0.5015113538724494 1.0 0.7800834977564708 0.6108367389218984 0.132028468046239 0.9723906629995146 0.9999999999999999 0.6256754242640749 0.7830402010536974
0.1765924685398507 1.0 0.959246719479838 0.23834156687047914 0.16279744516424366 0.9900800688994575 1.0 0.28256986953171215 0.24846742973457597
0.07028577291810784 1.0 0.9855520034885565 0.10544724683622415 0.11139779908252509 0.9912433876874012 1.0000000000000002 0.16937310418036486 0.10699308251921029
0.4796196918847442 1.0 0.7866126368044878 0.5680038635268412 0.4569119488876046 0.978524999542156 1.0 0.6174468071174157 0.7220884040641445
0.4143073289864544 1.0 0.8511239229870433 0.52060963533977 0.031079228833539755 0.9819895774762115 0.9999999999999999 0.5249648252208384 0.6116731315842655
0.635544768024096 1.0 0.7390068748722181 0.6511723798675746 0.31007190516194655 0.9857288298313229 1.0 0.6736978839892537 0.8811452261254932
0.627556933666513 1.0 0.7782030697758469 0.6199604479390126 0.08770774268123123 0.9905795580563148 1.0 0.6280127245458076 0.7966563895945382
0.15742687520373236 1.0 0.9713529567320452 0.22565575749034125 0.0383373687561628 0.9969044364207235 0.9999999999999999 0.23764139674710158 0.23231077429312857
0.25667372407251277 1.0 0.9000784271911982 0.48076577371104273 0.18351586464375338 1.0136760005197114 1.0 0.4357279253215462 0.5341376475507023
0.06939513413027781 1.0 0.9991281841112046 0.1422585990205429 0.07951052969586139 1.008439986471284 1.0 0.0417477150829432 0.1423827305473241
0.6478221292298146 1.0 0.6835822218890569 0.622417401899091 1.3416089018258353 0.9231242988493196 1.0 0.7298735136427544 0.9105230972494589
0.04682898476756065 1.0 1.0015507874567247 0.05746873563758181 0.037659050037526044 1.0032456047525367 1.0 0.05571337231926884 0.05737975183816121
0.5451754152889767 1.0 0.7194243913012196 0.6662938626087499 0.2660343406626701 0.9693103725860043 1.0 0.694570763278206 0.9261485580209857
0.04312737258149663 1.0 1.0023256156359175 0.05869593454490938 0.05786233606543541 1.0039169910382313 1.0000000000000002 0.06823957619974443 0.05855974708146136
0.05944828014718122 1.0 0.9948506334728593 0.07936563575953778 0.030415512443531727 0.9976486702798463 1.0000000000000002 0.10135194659527111 0.07977643385769927
0.4899943968136574 1.0 0.7601670997021226 0.5941296296346102 0.5344450201034446 0.9827653781452236 1.0 0.6497276202613393 0.7815776687354985
0.472463176310397 1.0 0.7518809492063566 0.6426674773676281 0.15496193414576173 0.9861342117639248 1.0 0.6592988989984347 0.8547463239306593
0.18755420767187833 1.0 0.937079605057174 0.32495130338631173 0.07823500305408973 0.9923623628678677 1.0000000000000002 0.3491157598646775 0.34677022275656666
0.05834292269185366 1.0 1.0015358124273634 0.07664773261409738 0.06322396311722965 1.0044155473990415 1.0 0.05544351697483457 0.07653019658711033
0.00764312477708281 1.0 0.9999214336789596 0.012513420368590912 3.231673436237995e-06 0.999999292430579 1.0 0.01253500974924993 0.012514403579240147
0.0019614446719123913 1.0 0.9999775732390732 0.0023581211377356756 0.00030395940827796273 0.999980380677046 0.9999999999999999 0.0066972396473406965 0.0023581740239407346
0.16239672211330802 1.0 0.9405696537713525 0.3140348448600978 0.0893611413441924 0.9946474600847882 1.0 0.3396008339277723 0.33387728766384167
0.23972946854003058 1.0 0.9687952496754552 0.2658291308807941 0.07197064435831371 1.0038465540255728 1.0 0.24786238965658444 0.2743914474909393
0.03781761400941722 1.0 0.9968024844167055 0.05085899820043624 0.026749460538051474 0.9981454116423997 1.0000000000000002 0.07990498770842598 0.05102214229551923
0.14437064383724424 1.0 0.9737978658813212 0.23792844848397351 0.02959894341196967 1.0013103194310535 1.0 0.22741529501109775 0.2443304271042327
0.2700020530134918 1.0 0.8996720149771325 0.46602302299624926 0.13431130403874927 1.006847771810411 1.0 0.43656645023064516 0.517992129618586
0.013359913751161431 1.0 1.0006506482107242 0.01957474775530095 0.009335475072645425 1.0008290623191498 1.0 0.03607935371569595 0.01956201976214456
0.6061148033993203 1.0 0.7181995232502776 0.6804677462737648 0.156705809986961 0.9988228092527532 1.0 0.695837225795713 0.9474633778566797
0.17183454845287757 1.0 0.9308710768074283 0.26411437730204534 0.32788207305651673 0.9718566331163931 1.0 0.3653478320222782 0.2837282024143107
0.11100351324702437 1.0 0.9913110607452539 0.16054783394650207 0.05399745209021279 1.003809477320319 1.0000000000000002 0.1315385146796168 0.16195505155143175
0.647251578023707 1.0 0.6179123333772365 0.7472655610241443 0.5341082918307937 0.9847045002863883 1.0 0.7862470020676064 1.209339125729891
0.24080593665656372 1.0 0.942293183867192 0.33148698107712243 0.014004714846571236 0.9985657612048738 1.0 0.3347888224499593 0.35178751873879904
0.36440309869460596 1.0 0.799800134000697 0.5629183099015083 0.3012115093994771 0.9610406195931168 1.0 0.6002663955715553 0.7038237254171523
0.7959199119606816 1.0 0.4245625287444168 0.8643418570720286 0.6058712331046995 0.9790435450571997 1.0 0.905398618944245 2.03584112716729
0.6752596581323225 1.0 0.7059919723356608 0.718099980419028 0.11211610135999958 1.020692788314658 0.9999999999999999 0.7082198352189829 1.01715034810284
0.30844966577776145 1.0 0.8647415490787136 0.52963434738856 0.16827756919760342 1.0140750306713848 1.0 0.5022171375978187 0.6124770435199127
0.18668532922116066 1.0 0.9646080644531205 0.2930109166226524 0.09870958826576388 1.0085044262570222 1.0 0.2636878495342638 0.3037616286038137
0.030427216530694304 1.0 1.002052497009285 0.03226258334978858 0.03973192050742563 1.002552631808703 1.0 0.06410309479692126 0.0321965001295632
0.3880087185185334 1.0 0.8408686258953945 0.591867174914263 0.4207444355113286 1.0211781537884972 0.9999999999999999 0.5412392760921837 0.7038759167450401
0.42929870613840676 1.0 0.8527933533421403 0.5071900900146414 0.11180799113414237 0.9996592572964491 1.0 0.522248500711555 0.5947397315269142
0.05197763835710863 1.0 0.9937002341674105 0.0906723812922053 0.025682015895994115 0.9976736002447366 1.0000000000000002 0.11207071256859963 0.09124721739466708
0.31931236128388074 1.0 0.7315452504922105 0.649632010013991 0.19187524610795959 0.9915184181493986 1.0 0.6817928911937178 0.8880271036916646
0.20359057867066324 1.0 0.9627369809400524 0.31169419056943815 0.16272751088872955 1.0099830839300385 1.0 0.2704394674052461 0.323758406231667
0.4392750995819788 1.0 0.886636934875399 0.4346699790702637 0.13119386017770404 0.9979601527560941 0.9999999999999998 0.4624661562912005 0.49024573867019067
0.34489840035103164 1.0 0.8814924630458976 0.4517601604830157 0.1330507979743356 0.9984784166700796 1.0 0.47219809147568254 0.5124946376988971
0.02348510224312469 1.0 0.9992734004483383 0.02990437857921757 0.0032249371014484063 0.9997690336317783 1.0000000000000002 0.03811392339310056 0.02992612288669001
